bidderID;asin;bidorBuy;unixBidTime;bidTime
10900;39007;0.0;1620857235.0;13 May 2021 at 6:07:15pm PDT
8092;39007;0.0;1620515171.0;9 May 2021 at 7:06:11pm PDT
8092;39007;0.0;1620515169.0;9 May 2021 at 7:06:09pm PDT
8092;39007;0.0;1620515167.0;9 May 2021 at 7:06:07pm PDT
8092;39007;0.0;1620515165.0;9 May 2021 at 7:06:05pm PDT
8092;39007;0.0;1620515162.0;9 May 2021 at 7:06:02pm PDT
8092;39007;0.0;1620515161.0;9 May 2021 at 7:06:01pm PDT
8092;39007;0.0;1620515159.0;9 May 2021 at 7:05:59pm PDT
8092;39007;0.0;1620515156.0;9 May 2021 at 7:05:56pm PDT
8092;39007;0.0;1620515154.0;9 May 2021 at 7:05:54pm PDT
13450;2145;0.0;1621042563.0;15 May 2021 at 9:36:03am PDT
13450;2145;0.0;1621042521.0;15 May 2021 at 9:35:21am PDT
13450;2145;0.0;1621042508.0;15 May 2021 at 9:35:08am PDT
13450;2145;0.0;1621042492.0;15 May 2021 at 9:34:52am PDT
13450;2145;0.0;1621042481.0;15 May 2021 at 9:34:41am PDT
13450;2145;0.0;1621042470.0;15 May 2021 at 9:34:30am PDT
13450;2145;0.0;1621042453.0;15 May 2021 at 9:34:13am PDT
10987;2145;0.0;1620857524.0;13 May 2021 at 6:12:04am PDT
10987;2145;0.0;1620699981.0;11 May 2021 at 10:26:21pm PDT
3632;2145;0.0;1620417173.0;8 May 2021 at 3:52:53pm PDT
4524;35555;0.0;1619824492.0;1 May 2021 at 7:14:52pm PDT
4524;35555;0.0;1619824485.0;1 May 2021 at 7:14:45pm PDT
4524;35555;0.0;1619644418.0;29 Apr 2021 at 5:13:38pm PDT
4524;35555;0.0;1619644412.0;29 Apr 2021 at 5:13:32pm PDT
4524;35555;0.0;1619643346.0;29 Apr 2021 at 4:55:46pm PDT
4524;35555;0.0;1619643339.0;29 Apr 2021 at 4:55:39pm PDT
4524;35555;0.0;1619643331.0;29 Apr 2021 at 4:55:31pm PDT
4524;35555;0.0;1619640949.0;29 Apr 2021 at 4:15:49pm PDT
3922;35555;0.0;1620091071.0;4 May 2021 at 9:17:51am PDT
3922;35555;0.0;1620005458.0;3 May 2021 at 9:30:58pm PDT
3462;44203;0.0;1619808556.0;1 May 2021 at 2:49:16pm PDT
3462;44203;0.0;1619808551.0;1 May 2021 at 2:49:11pm PDT
3462;44203;0.0;1619808541.0;1 May 2021 at 2:49:01pm PDT
3462;44203;0.0;1619808538.0;1 May 2021 at 2:48:58pm PDT
3462;44203;0.0;1619808536.0;1 May 2021 at 2:48:56pm PDT
3462;44203;0.0;1619808515.0;1 May 2021 at 2:48:35pm PDT
3462;44203;0.0;1619808513.0;1 May 2021 at 2:48:33pm PDT
3462;44203;0.0;1619808511.0;1 May 2021 at 2:48:31pm PDT
3462;44203;0.0;1619808509.0;1 May 2021 at 2:48:29pm PDT
3462;44203;0.0;1619808507.0;1 May 2021 at 2:48:27pm PDT
